Name,Symbol,Sector,Industry,Yrs,Seq,DR,SP,Price,Yield,Dividend,Year,Annualized,Sch,Payout,Ex-Div,Pay,Inc.,1-yr,3-yr,5-yr,10-yr,A/D*,DEG,Notes,Payout,P/E,Month,EPS,PEG,P/Sales,P/Book,ROE,Growth,Growth,Growth,Growth,($Mil),Own.,Equity,Factor,Rule,Graham,2019,2020,2021,2022,2023,$,%,Beta,Low,High,MMA,MMA,OTC,Began,Survived,ROA
Morningstar Inc.,MORN,Financials,Capital Markets,9,423,-,-,124.15,0.90,0.2800,4,1.12,A31,0.2500,1-3-19,1-31-19,12.00,8.7 ,9.6 ,14.9 ,n/a,n/a,2.124,,28.50,31.59,12,3.93,1.97,5.30,5.70,20.70,-21.00,n/a,7.00,16.00,"5,300",53.1,0.10,(15.8),15.8 ,182.9 ,1.01,1.04,1.14,1.26,1.38,5.84,4.7,0.82 ,37.9,-14.0,9.2,1.4,,2011,0,12.6
Motorola Solutions Inc.,MSI,Information Technology,Communications Equipment,9,420,-,-,116.91,1.95,0.5700,4,2.28,A12,0.5200,12-13-18,1-15-19,9.62,10.6 ,15.2 ,13.8 ,9.9 ,1.392 ,1.045,,47.70,24.46,12,4.78,1.67,2.68,n/a,2.00,29.40,7.31,13.20,14.62,"18,890",0.1,n/a,(8.7),15.7 ,n/a,2.29,2.46,2.70,2.97,3.27,13.68,11.7,0.55 ,20.6,-12.7,-3.2,-2.2,,2011,0,-0.4
MPLX LP,MPLX,Energy,"Oil, Gas & Consumable Fuels",7,657,-,-,35.12,7.37,0.6475,4,2.59,B15,0.6375,2-4-19,2-14-19,1.57,12.7 ,13.5 ,19.3 ,n/a,n/a,0.534,,123.92,16.80,12,2.09,0.46,4.74,4.10,18.80,132.10,6.54,36.10,36.46,"27,470",0.1,2.04,9.8 ,26.6 ,75.0 ,2.74,2.92,3.21,3.53,3.88,16.28,46.4,1.27 ,24.0,-10.0,7.0,1.4,,2013,0,6.9
MSCI Inc.,MSCI,Financials,Capital Markets,5,832,-,-,170.27,1.36,0.5800,4,2.32,B30,0.3800,8-15-18,8-30-18,52.63,45.5 ,33.9 ,n/a,n/a,n/a,n/a,,47.06,34.54,12,4.93,1.82,10.52,39.97,108.70,36.30,12.41,22.70,19.00,"14,800",0.1,6.80,n/a,n/a,683.3 ,2.11,2.32,2.56,2.81,3.09,12.89,7.6,1.07 ,29.7,-7.6,12.1,5.5,,2014,0,11.8
MutualFirst Financial Inc.,MFSF,Financials,Banks,5,857,-,-,29.00,2.76,0.2000,4,0.80,C20,0.1800,12-13-18,12-28-18,11.11,12.1 ,15.5 ,25.3 ,1.5 ,17.271 ,1.380,,38.83,14.08,12,2.06,2.82,3.35,1.29,8.30,8.60,18.39,18.30,5.00,246,6.1,0.09,13.9 ,28.0 ,(10.2),0.80,0.88,0.93,0.97,1.02,4.61,15.9,0.65 ,19.4,-27.5,-4.2,-18.6,,2014,0,0.8
NASB Financial Inc.,NASB,Financials,Thrifts & Mortgage Finance,5,797,-,-,40.00,5.00,0.5000,4,2.00,C30,0.3200,3-15-18,3-30-18,56.25,56.3 ,35.7 ,n/a,8.3 ,n/a,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.06,2.12,2.19,2.25,2.32,10.94,27.3,n/a,n/a,n/a,n/a,n/a,OTC,2014,0,n/a
Nasdaq Inc.,NDAQ,Financials,Capital Markets,7,611,-,-,88.04,2.00,0.4400,4,1.76,C29,0.3800,6-14-18,6-29-18,15.79,16.4 ,23.6 ,26.7 ,n/a,n/a,2.010,,44.78,22.40,12,3.93,1.88,3.44,2.58,13.20,496.30,7.53,13.30,11.92,"14,320",0.1,0.69,6.3 ,28.7 ,60.3 ,1.87,2.01,2.21,2.43,2.68,11.20,12.7,0.61 ,20.6,-9.1,3.9,-0.9,,2012,0,4.9
National Instruments Corp.,NATI,Information Technology,"Electronic Equipment, Instruments & Components",6,778,-,-,44.22,2.26,0.2500,4,1.00,C05,0.2300,2-8-19,3-4-19,8.70,9.5 ,6.6 ,10.4 ,12.1 ,0.862 ,2.130,,91.74,40.57,12,1.09,0.73,4.32,4.89,6.40,45.20,14.96,4.90,55.41,"5,820",4.8,0.00,(27.9),12.7 ,196.9 ,1.01,1.11,1.22,1.35,1.48,6.18,14.0,0.82 ,14.0,-17.5,-4.3,-2.5,,2014,0,4.7
Natural Health Trends Corp.,NHTC,Consumer Staples,Personal Products,5,844,-,-,16.39,3.90,0.1600,4,0.64,C09,0.1500,11-9-18,11-23-18,6.67,38.1 ,60.6 ,n/a,n/a,n/a,n/a,,17.11,4.38,12,3.74,n/a,0.95,2.10,23.10,-16.70,n/a,77.10,n/a,186,35.9,0.00,n/a,n/a,(36.0),0.59,0.60,0.62,0.64,0.66,3.11,19.0,1.82 ,22.3,-39.4,-15.5,-24.4,,2014,0,13.2
NBT Bancorp Inc.,NBTB,Financials,Banks,6,752,-,-,35.62,2.92,0.2600,4,1.04,C15,0.2500,11-29-18,12-14-18,4.00,7.6 ,4.4 ,3.3 ,2.2 ,1.551 ,0.835,,43.15,14.78,12,2.41,2.96,4.67,1.57,10.50,9.70,3.03,4.00,5.00,"1,560",0.7,0.18,(8.5),6.3 ,1.6 ,1.09,1.12,1.17,1.23,1.30,5.91,16.6,0.85 ,17.3,-15.0,-1.5,-6.3,,2013,0,1.1
Neenah Paper Inc.,NP,Materials,Paper & Forest Products,8,456,-,-,69.67,2.35,0.4100,4,1.64,C02,0.3700,2-15-18,3-2-18,10.81,10.8 ,11.0 ,18.6 ,15.2 ,1.225 ,1.522,,75.93,32.25,12,2.16,2.81,1.12,2.94,10.50,1.00,26.95,12.20,11.50,"1,170",1.4,0.63,(11.3),20.9 ,105.3 ,1.66,1.82,2.00,2.20,2.43,10.11,14.5,1.25 ,22.7,-27.5,6.9,-12.4,,2011,0,4.7
NetApp Inc.,NTAP,Information Technology,"Technology Hardware, Storage & Peripherals",6,731,-,-,63.77,2.51,0.4000,4,1.60,A26,0.2000,7-5-18,7-26-18,100.00,53.8 ,20.3 ,32.0 ,n/a,n/a,1.614,,38.19,15.22,4,4.19,0.88,2.67,10.75,14.60,86.80,10.96,19.80,17.20,"16,450",0.2,1.17,19.2 ,34.5 ,169.7 ,1.32,1.45,1.60,1.76,1.93,8.06,12.6,1.35 ,22.6,-27.6,1.3,-14.0,,2013,0,3.1
New Media,NEWM,Communication Services,Media,5,843,-,-,13.67,11.12,0.3800,4,1.52,C20,0.3700,11-8-18,11-20-18,2.70,4.9 ,4.9 ,n/a,n/a,n/a,n/a,,304.00,27.34,12,0.50,n/a,0.54,1.13,4.50,-113.80,12.63,36.20,n/a,819,1.1,0.56,n/a,n/a,17.2 ,1.50,1.66,1.71,1.76,1.81,8.43,61.7,1.15 ,25.6,-28.4,7.2,-12.8,,2014,0,2.3
New Residential Investment Corp.,NRZ,Financials,Mortgage Real Estate Investment Trusts (REITs),6,677,-,-,16.98,11.78,0.5000,4,2.00,A28,0.4800,6-29-17,7-28-17,4.17,3.1 ,6.2 ,32.5 ,n/a,n/a,0.570,2018 = Year 6,53.05,4.50,12,3.77,n/a,2.49,1.01,23.00,47.20,-3.49,57.00,-7.34,"6,130",0.1,3.77,39.8 ,44.3 ,(55.0),2.20,2.22,2.24,2.27,2.29,11.22,66.1,1.05 ,22.5,-9.4,6.2,-2.7,,2014,0,5.1
Nexstar Media Group Inc.,NXST,Communication Services,Media,7,666,-,-,83.47,2.16,0.4500,4,1.80,C02,0.3750,2-7-19,2-22-19,20.00,25.0 ,25.4 ,25.6 ,n/a,n/a,n/a,,29.36,13.62,12,6.13,0.97,1.44,2.20,37.80,12.10,-21.19,-10.90,14.00,"3,780",0.6,2.40,14.1 ,27.8 ,15.4 ,1.65,1.67,1.83,2.02,2.22,9.38,11.2,1.45 ,38.4,-7.0,2.8,9.3,,2013,0,8.4
NextEra Energy Partners LP,NEP,Utilities,Independent Power and Renewable Electricity Producers,6,772,-,-,40.16,4.63,0.4650,4,1.86,B15,0.4500,2-5-19,2-14-19,3.33,14.9 ,23.7 ,n/a,n/a,n/a,n/a,,67.88,14.66,12,2.74,0.59,2.79,1.20,3.80,-64.50,1.15,31.10,24.80,"2,400",0.5,1.95,n/a,n/a,(11.6),1.73,1.75,1.92,2.12,2.33,9.85,24.5,1.07 ,9.0,-20.7,-8.5,-11.3,,2014,0,0.8
Nielsen Holdings plc,NLSN,Industrials,Professional Services,6,727,-,-,25.68,5.45,0.3500,4,1.40,C20,0.3400,6-5-18,6-20-18,2.94,4.5 ,8.4 ,14.1 ,n/a,n/a,0.803,"ADR-UK,US$",117.65,21.58,12,1.19,2.46,1.38,2.27,7.70,7.40,27.07,17.50,8.76,"9,120",0.5,2.14,(2.1),19.5 ,47.6 ,1.49,1.64,1.79,1.94,2.11,8.98,35.0,0.93 ,25.1,-34.6,1.7,-6.9,,2013,0,1.9
NiSource Inc.,NI,Utilities,Multi-Utilities,7,582,N,N,27.28,2.86,0.1950,4,0.78,B20,0.1750,2-8-18,2-20-18,11.43,11.4 ,14.9 ,15.2 ,8.0 ,1.897 ,n/a,,n/a,n/a,12,-0.29,n/a,2.06,2.12,-2.10,-61.70,5.01,-22.20,6.05,"10,340",0.2,1.87,n/a,18.0 ,n/a,0.79,0.83,0.88,0.93,0.99,4.41,16.2,0.24 ,21.6,-3.0,4.0,6.0,,2012,0,-0.5
Northern Trust Corp.,NTRS,Financials,Capital Markets,8,573,-,-,88.46,2.71,0.6000,4,2.40,A01,0.5500,3-7-19,4-1-19,9.09,24.4 ,12.0 ,9.7 ,5.6 ,1.721 ,0.900,,36.64,13.51,12,6.55,0.95,3.15,2.08,14.50,8.50,9.82,10.80,14.22,"19,680",0.3,12.51,(1.1),12.4 ,11.7 ,2.10,2.31,2.54,2.80,3.08,12.83,14.5,1.11 ,16.5,-23.5,-0.6,-12.2,,2012,0,1
Northfield Bancorp Inc.,NFBK,Financials,Thrifts & Mortgage Finance,6,684,-,-,14.31,2.80,0.1000,4,0.40,B22,0.0800,11-7-17,11-22-17,25.00,17.6 ,12.6 ,10.8 ,30.2 ,0.356 ,0.515,2018 = Year 6,48.19,17.24,12,0.83,2.15,4.90,1.02,4.40,31.50,-5.01,20.90,8.00,701,1.8,0.67,(3.7),13.6 ,(11.6),0.44,0.44,0.48,0.52,0.56,2.44,17.1,0.57 ,12.2,-17.4,4.1,-6.8,,2014,0,0.7
Northrim BanCorp Inc.,NRIM,Financials,Banks,9,389,-,-,33.13,3.26,0.2700,4,1.08,C16,0.2400,9-5-18,9-14-18,12.50,18.6 ,11.3 ,9.8 ,4.4 ,2.196 ,3.369,,41.70,12.79,12,2.59,n/a,3.66,1.12,7.80,9.80,12.88,2.90,n/a,228,1.0,0.05,0.2 ,13.0 ,(20.2),1.12,1.23,1.27,1.31,1.35,6.27,18.9,0.75 ,11.7,-27.0,-3.7,-14.3,,2010,0,1
NVIDIA Corp.,NVDA,Information Technology,Semiconductors & Semiconductor Equipment,7,648,-,-,143.75,0.45,0.1600,4,0.64,C15,0.1500,11-29-18,12-21-18,6.67,7.0 ,17.6 ,14.5 ,n/a,n/a,0.376,,8.79,19.75,1,7.28,1.31,6.96,9.24,56.10,79.60,-1.29,38.60,15.12,"86,420",0.4,0.21,(4.8),14.9 ,184.8 ,0.67,0.68,0.75,0.82,0.90,3.82,2.7,2.08 ,15.5,-50.9,-2.5,-35.6,,2013,0,38.1
Oak Valley Bancorp,OVLY,Financials,Banks,6,770,-,-,17.65,1.53,0.1350,2,0.27,B09,0.1300,1-25-19,2-8-19,3.85,4.0 ,7.4 ,n/a,13.2 ,n/a,n/a,,19.01,12.43,12,1.42,n/a,3.65,1.49,10.20,31.50,n/a,12.70,n/a,144,5.2,0.00,n/a,n/a,(9.3),0.29,0.29,0.30,0.31,0.32,1.52,8.6,0.35 ,7.7,-31.2,-2.7,-11.4,,2014,0,0.9
OceanFirst Financial Corp,OCFC,Financials,Thrifts & Mortgage Finance,5,841,-,-,24.01,2.83,0.1700,4,0.68,B15,0.1500,11-2-18,11-16-18,13.33,3.3 ,6.0 ,5.3 ,(2.5),n/a,1.194,,50.37,17.79,12,1.35,1.78,4.57,1.11,4.80,42.10,4.54,4.40,10.00,"1,150",0.5,0.10,(9.7),8.1 ,(6.3),0.68,0.71,0.78,0.86,0.95,3.99,16.6,0.75 ,12.7,-22.3,1.1,-11.6,,2014,0,0.6
Old Line Bancshares Inc.,OLBK,Financials,Banks,5,819,-,-,27.01,1.48,0.1,4,0.40,C25,0.08,6-14-18,6-29-18,25.00,18.8 ,21.9 ,18.9 ,12.2 ,1.546 ,3.777,,23.39,15.80,12,1.71,n/a,4.14,1.27,5.90,16.40,12.91,5.000 ,n/a,461.33,7.8,0.11,4.6 ,20.4 ,(5.6),0.42,0.46,0.47,0.49,0.50,2.34,8.7,0.67,10.20,-24.38,-3.85,-15.76,,2014,0,0.7
Omnicom Group Inc.,OMC,Communication Services,Media,9,342,N,N,77.88,3.08,0.6000,4,2.40,A09,0.5500,12-18-17,1-9-18,9.09,9.1 ,6.3 ,9.9 ,14.9 ,0.663 ,1.388,,41.81,13.57,12,5.74,2.00,1.14,7.35,47.50,6.80,2.29,7.10,6.80,"17,520",0.3,2.04,(0.6),12.9 ,110.5 ,2.56,2.62,2.80,2.99,3.19,14.17,18.2,0.73 ,18.3,-6.6,3.6,6.7,,2010,0,5.1
ONE Gas Inc.,OGS,Utilities,Gas Utilities,6,779,Y,Y,82.15,2.43,0.5000,4,2.00,C09,0.4600,2-21-19,3-8-19,8.70,9.5 ,15.3 ,n/a,n/a,n/a,n/a,,59.88,24.60,12,3.34,4.47,2.71,2.15,8.70,17.90,4.36,10.80,5.50,"4,420",1.5,0.73,n/a,n/a,53.3 ,2.02,2.11,2.23,2.35,2.48,11.20,13.6,0.35 ,32.1,-6.4,0.3,5.3,,2014,0,3.4
One Liberty Properties Inc.,OLP,Real Estate,Equity Real Estate Investment Trusts (REITs),8,451,-,-,27.20,6.62,0.4500,4,1.80,A05,0.4300,12-21-17,1-5-18,4.65,4.7 ,4.9 ,5.2 ,2.3 ,2.284 ,0.496,RecDat Streak,141.73,21.42,12,1.27,3.58,6.61,1.66,8.40,-7.80,n/a,10.40,6.00,521,11.3,1.32,(9.6),11.8 ,25.7 ,1.82,1.87,1.98,2.10,2.23,10.01,36.8,0.89 ,29.4,-7.6,5.2,3.5,,2011,0,3.4
Open Text Corp.,OTEX,Information Technology,Software,6,728,-,-,35.64,1.70,0.1518,4,0.61,C16,0.1320,6-7-18,6-29-18,15.00,15.0 ,15.0 ,21.2 ,n/a,n/a,2.300,"Canada,US$",62.60,36.74,6,0.97,3.75,3.32,2.56,6.60,-75.60,8.57,9.20,9.75,"9,420",2.3,0.70,(13.9),22.9 ,104.5 ,0.59,0.64,0.71,0.78,0.85,3.57,10.0,0.52 ,15.0,-11.6,6.0,0.1,,2013,0,3.1
Oshkosh Corp.,OSK,Industrials,Machinery,6,747,-,-,75.05,1.44,0.2700,4,1.08,B30,0.2400,11-16-18,12-3-18,12.50,13.8 ,12.2 ,45.9 ,9.5 ,4.834 ,3.919,,17.50,12.16,9,6.17,1.58,0.71,2.18,19.70,63.20,6.35,11.70,7.71,"5,470",1.3,0.33,35.1 ,47.3 ,8.6 ,1.09,1.16,1.25,1.34,1.45,6.29,8.4,1.85 ,46.0,-20.0,13.5,7.7,,2014,0,9.1
Otter Tail Corp.,OTTR,Utilities,Electric Utilities,5,789,N,N,48.45,2.77,0.3350,4,1.34,C10,0.3200,2-14-18,3-10-18,4.69,4.7 ,2.9 ,2.4 ,1.2 ,2.012 ,0.200,,60.63,21.92,12,2.21,2.44,2.18,2.65,12.20,16.00,5.01,12.00,9.00,"1,960",0.4,0.84,(16.8),5.2 ,60.7 ,1.47,1.55,1.69,1.84,2.00,8.55,17.7,0.38 ,24.2,-6.6,0.0,2.5,,2014,0,4.3
Owens Corning Inc.,OC,Industrials,Building Products,6,763,-,-,52.39,1.68,0.2200,4,0.88,A17,0.2100,1-2-19,1-18-19,4.76,5.0 ,7.8 ,n/a,n/a,n/a,n/a,,21.73,12.94,12,4.05,1.04,0.83,1.38,8.90,-3.80,13.91,86.60,12.40,"5,760",1.3,0.88,n/a,n/a,(10.9),0.85,0.93,1.03,1.13,1.24,5.18,9.9,1.21 ,28.9,-44.6,11.3,-8.1,,2014,0,3.8
Owens Realty Mortgage Inc.,ORM,Financials,Mortgage Real Estate Investment Trusts (REITs),6,730,-,-,21.68,3.69,0.2000,4,0.80,A13,0.1600,6-28-18,7-13-18,25.00,83.3 ,33.1 ,52.0 ,n/a,n/a,0.969,,296.30,80.30,12,0.27,n/a,10.83,0.97,0.30,-58.50,57.14,53.70,n/a,183,0.1,0.08,(24.6),55.7 ,86.1 ,0.67,0.73,0.76,0.78,0.80,3.73,17.2,0.29 ,58.1,1.6,9.0,25.0,,2013,0,0.3
Oxford Industries Inc.,OXM,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",8,492,-,-,76.58,1.78,0.3400,4,1.36,B04,0.2700,4-19-18,5-4-18,25.93,19.4 ,10.4 ,13.3 ,6.0 ,2.220 ,1.212,,36.96,20.81,1,3.68,2.08,1.18,2.75,16.30,-2.90,11.60,11.00,10.00,"1,300",0.6,0.07,(5.7),15.1 ,59.5 ,1.30,1.43,1.58,1.73,1.91,7.95,10.4,0.30 ,20.6,-21.2,1.4,-8.5,,2011,0,10.4
P.H. Glatfelter Co.,GLT,Materials,Paper & Forest Products,6,676,-,-,12.78,4.07,0.1300,4,0.52,B17,0.1250,3-30-17,5-17-17,4.00,1.0 ,3.4 ,5.9 ,3.7 ,1.581 ,n/a,2018 = Year 6,173.33,42.60,12,0.30,5.80,0.54,0.92,-13.50,32.70,428.46,-13.80,7.37,560,1.0,1.06,(32.6),10.0 ,32.0 ,0.57,0.63,0.68,0.73,0.78,3.38,26.5,1.59 ,37.6,-46.4,9.6,-23.8,,2014,0,-5.3
Paccar Inc.,PCAR,Industrials,Machinery,9,437,-,-,65.52,1.95,0.3200,4,1.28,C06,0.2800,2-11-19,3-5-19,14.29,10.1 ,5.8 ,6.4 ,4.2 ,1.507 ,0.997,,22.18,11.36,12,5.77,2.78,1.00,2.51,25.50,187.00,0.91,6.40,4.08,"22,570",1.4,1.05,(3.0),8.3 ,12.5 ,1.20,1.21,1.26,1.31,1.36,6.34,9.7,1.27 ,25.8,-11.9,12.0,6.8,,2011,0,9.1
Packaging Corp of America,PKG,Materials,Containers & Packaging,8,513,-,-,94.32,3.35,0.7900,4,3.16,A14,0.6300,6-14-18,7-13-18,25.40,12.7 ,11.5 ,15.8 ,9.0 ,1.759 ,0.553,,44.01,13.14,12,7.18,1.24,1.27,3.49,34.00,21.50,6.35,28.60,10.61,"8,840",1.2,0.99,6.0 ,19.2 ,42.7 ,3.12,3.32,3.65,4.02,4.42,18.54,19.7,1.90 ,21.1,-25.1,3.8,-10.7,,2011,0,12.7
Papa John's International,PZZA,Consumer Discretionary,"Hotels, Restaurants & Leisure",6,679,-,-,42.29,2.13,0.2250,4,0.90,B18,0.2000,8-3-17,8-18-17,12.50,5.9 ,12.6 ,29.2 ,n/a,n/a,1.896,2018 = Year 6,84.91,39.90,1,1.06,10.23,0.87,n/a,-18.50,-3.70,2.37,15.40,3.90,"1,450",1.3,n/a,(8.6),31.3 ,n/a,0.91,0.93,0.97,1.00,1.04,4.85,11.5,0.58 ,11.1,-35.4,-7.3,-14.7,,2014,0,7.8
Parke Bancorp Inc.,PKBK,Financials,Banks,5,822,-,-,19.62,2.85,0.1400,4,0.56,A28,0.1200,7-12-18,7-28-18,16.67,18.2 ,29.4 ,n/a,n/a,n/a,n/a,"EstD,10%stk-7/28",28.28,9.91,12,1.98,0.38,3.36,1.38,12.00,-16.80,n/a,8.60,26.30,193,5.2,0.09,n/a,n/a,(22.0),0.53,0.54,0.60,0.65,0.72,3.04,15.5,0.34 ,17.4,-20.9,5.7,-7.7,,2014,0,1.3
Pattern Energy Group Inc.,PEGI,Utilities,Independent Power and Renewable Electricity Producers,5,783,-,-,21.28,7.93,0.4220,4,1.69,A31,0.4200,12-28-17,1-31-18,0.48,0.5 ,5.7 ,40.1 ,n/a,n/a,n/a,,108.21,13.64,12,1.56,0.46,4.37,1.82,25.40,6.60,-67.87,-10.40,30.00,"2,100",1.2,2.09,34.4 ,48.1 ,5.0 ,1.80,1.82,2.00,2.20,2.42,10.23,48.1,1.07 ,28.4,-1.2,6.2,11.1,,2014,0,5.6
Patterson Companies Inc.,PDCO,Health Care,Health Care Providers & Services,9,338,-,-,22.29,4.67,0.2600,4,1.04,A28,0.2400,4-12-17,4-28-17,8.33,2.0 ,6.5 ,10.9 ,n/a,n/a,n/a,2018 = Year 9,123.81,26.54,4,0.84,5.91,0.38,1.42,10.60,-26.60,8.72,-8.00,4.50,"2,080",0.5,0.56,(11.0),15.6 ,29.4 ,1.05,1.14,1.19,1.25,1.30,5.94,26.6,1.33 ,17.7,-39.5,-0.6,-3.4,,2011,0,4.5
Paychex Inc.,PAYX,Information Technology,IT Services,8,499,N,N,70.80,3.16,0.5600,4,2.24,B24,0.5000,5-8-18,5-24-18,12.00,13.5 ,10.9 ,9.9 ,6.0 ,1.656 ,1.222,,93.72,29.62,5,2.39,3.13,7.27,10.49,42.00,2.00,8.27,8.10,9.46,"25,150",10.5,0.02,(16.6),13.1 ,271.6 ,2.22,2.41,2.64,2.88,3.16,13.31,18.8,0.97 ,19.3,-6.9,4.9,3.6,,2011,0,13.4
PBF Logistics LP,PBFX,Energy,"Oil, Gas & Consumable Fuels",5,847,-,-,21.95,9.11,0.5000,4,2.00,C14,0.4950,11-14-18,11-30-18,1.01,5.9 ,11.0 ,n/a,n/a,n/a,n/a,,116.96,12.84,12,1.71,n/a,3.68,37.20,n/a,7.80,3.94,160.00,-1.62,993,0.1,0.00,n/a,n/a,360.7 ,2.12,2.21,2.23,2.25,2.27,11.09,50.5,0.80 ,23.7,-3.3,5.9,4.1,,2014,0,9.4
Penske Automotive Group Inc.,PAG,Consumer Discretionary,Specialty Retail,9,435,-,-,46.88,3.24,0.3800,4,1.52,C01,0.3700,2-8-19,3-1-19,2.70,12.7 ,14.7 ,18.0 ,14.7 ,1.226 ,1.210,,28.25,8.71,12,5.38,1.98,0.17,1.54,28.30,7.80,3.49,14.90,4.40,"3,930",0.3,2.17,12.6 ,21.3 ,(22.8),1.53,1.58,1.65,1.73,1.80,8.30,17.7,1.35 ,21.8,-12.9,9.3,-0.4,,2011,0,6.6
Peoples Bancorp of North Carolina,PEBK,Financials,Banks,6,692,N,Y,26.00,2.00,0.1300,4,0.52,C15,0.1091,3-2-18,3-15-18,19.17,19.2 ,26.9 ,36.7 ,1.8 ,20.724 ,2.037,Adj/Stk Div,24.88,12.44,12,2.09,n/a,3.51,1.30,10.20,19.10,n/a,18.00,n/a,155,4.7,0.17,26.2 ,38.7 ,(15.2),0.57,0.59,0.61,0.63,0.64,3.04,11.7,0.71 ,29.8,-22.4,-1.2,-11.9,,2013,0,1.1
Peoples Ltd.,PPLL,Financials,Banks,7,642,-,-,64.55,3.28,0.5300,4,2.12,C29,0.5100,11-21-18,12-14-18,3.92,5.2 ,7.6 ,9.8 ,n/a,n/a,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.1 ,n/a,2.10,2.16,2.23,2.30,2.36,11.16,17.3,n/a,n/a,n/a,n/a,n/a,OTC,2012,0,n/a
Pfizer Inc.,PFE,Health Care,Pharmaceuticals,9,433,N,N,42.45,3.39,0.3600,4,1.44,C01,0.3400,1-31-19,3-1-19,5.88,6.3 ,6.7 ,7.2 ,0.6 ,11.864 ,0.694,,60.00,17.69,12,2.40,2.53,4.65,3.50,33.70,68.20,1.50,10.40,7.00,"248,090",0.1,0.58,(7.1),10.6 ,65.9 ,1.50,1.52,1.62,1.74,1.86,8.24,19.4,0.78 ,27.9,-8.7,-1.4,4.8,,2011,0,14.2
Phillips 66,PSX,Energy,"Oil, Gas & Consumable Fuels",7,604,N,N,95.41,3.35,0.8000,4,3.20,C01,0.7000,5-18-18,6-1-18,14.29,13.6 ,12.5 ,18.5 ,n/a,n/a,n/a,,40.40,12.05,12,7.92,0.29,0.40,1.91,28.20,57.00,-8.26,-6.40,41.01,"44,470",0.1,0.49,9.8 ,21.8 ,1.1 ,3.41,3.44,3.79,4.17,4.58,19.39,20.3,0.89 ,21.6,-23.0,5.6,-11.2,,2012,0,12.1
Phillips 66 Partners LP,PSXP,Energy,"Oil, Gas & Consumable Fuels",7,656,-,-,49.02,6.81,0.8350,4,3.34,B14,0.7920,1-31-19,2-13-19,5.43,9.6 ,19.7 ,76.2 ,n/a,n/a,2.369,,90.51,13.28,12,3.69,0.77,5.28,2.00,16.70,18.10,-0.52,32.19,17.33,"5,910",0.1,0.97,69.8 ,83.1 ,8.7 ,2.90,2.93,3.22,3.54,3.90,16.49,33.6,1.32 ,20.3,-10.9,4.8,-2.6,,2013,0,8.8
Pinnacle Bankshares Corp.,PPBN,Financials,Banks,7,640,-,-,29.00,1.72,0.1250,4,0.50,C02,0.1100,12-21-18,12-7-18,13.64,11.3 ,9.4 ,14.6 ,(2.9),n/a,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.3 ,n/a,0.46,0.47,0.49,0.50,0.52,2.43,8.4,n/a,n/a,n/a,n/a,n/a,OTC,2012,0,n/a
Pinnacle West Capital Corp.,PNW,Utilities,Electric Utilities,7,639,N,N,88.12,3.35,0.7375,4,2.95,C01,0.6950,10-31-18,12-3-18,6.12,6.1 ,5.4 ,5.1 ,3.0 ,1.695 ,1.060,,64.27,19.20,12,4.59,4.61,2.71,1.85,9.90,12.30,7.88,4.80,4.16,"9,990",0.1,0.97,(10.8),8.4 ,25.6 ,3.10,3.35,3.49,3.63,3.79,17.36,19.7,0.18 ,20.0,-4.9,0.7,7.4,,2013,0,2.9
Pioneer Bankshares Inc.,PNBI,Financials,Banks,9,359,-,-,29.01,2.90,0.2100,4,0.84,C30,0.2000,3-19-18,3-30-18,5.00,5.0 ,5.3 ,4.6 ,4.0 ,1.170 ,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.5 ,n/a,0.87,0.89,0.92,0.95,0.97,4.59,15.8,n/a,n/a,n/a,n/a,n/a,OTC,2010,0,n/a
PNC Financial Services Group Inc.,PNC,Financials,Banks,8,517,N,Y,122.67,3.10,0.9500,4,3.80,B05,0.7500,7-16-18,8-5-18,26.67,30.8 ,19.2 ,14.6 ,2.7 ,5.449 ,1.738,,35.38,11.42,12,10.74,1.37,4.46,1.21,11.70,8.20,6.89,8.40,8.33,"56,100",0.2,0.81,6.3 ,17.7 ,(21.6),3.68,3.93,4.26,4.61,5.00,21.48,17.5,1.07 ,13.1,-25.0,-1.0,-10.1,,2011,0,1.4
PNM Resources Inc.,PNM,Utilities,Electric Utilities,8,566,N,N,42.59,2.72,0.2900,4,1.16,B01,0.2650,1-31-19,2-15-19,9.43,9.3 ,9.8 ,10.6 ,4.1 ,2.597 ,13.272,,80.56,29.58,12,1.44,7.23,2.45,1.92,5.00,-6.30,7.58,0.80,4.10,"3,490",1.0,1.62,(16.2),13.3 ,58.9 ,1.07,1.15,1.20,1.25,1.30,5.97,14.0,0.30 ,26.2,-6.1,1.0,7.1,,2012,0,1.3
